Gene_Name,Control 1,Control 2,Experimental 1,Experimental 2,Exp3,Exp4,Exp5,Exp6,Exp7,Exp8,Exp9,Exp10,Exp11,Exp12,Exp13,Exp14,Exp15,Exp16,Exp17,Exp18,Exp19,Exp20
7686,1074,3006,3699,2532,3937,4523,4960,183,1559,4054,1526,4602,3661,4721,3581,4116,1630,370,3355,1489,2696,1645
7687,250,4149,2546,1848,2609,3455,2824,3366,293,2838,1733,3448,755,2122,4509,1566,4192,3266,377,4491,4476,373
7688,3357,1321,1374,3963,4515,1643,767,3275,334,2249,2000,1240,3767,1850,3986,1175,221,310,3339,4407,3982,3389
7689,4104,731,3034,3422,2814,1356,1216,4777,510,828,2399,2175,3330,2459,3149,1688,3800,2658,1330,1368,915,2331
7690,4352,1316,3453,1696,2231,2344,107,312,3843,4006,3781,4121,3459,3394,2275,3422,4957,3765,4768,3647,2066,4671
7691,1082,2442,1428,309,3718,138,3568,4361,4061,4271,3926,3596,1719,3290,2777,949,1069,2170,941,1006,754,3290
7692,4130,681,2251,842,3421,559,1128,2359,4491,1095,4807,3181,2622,4644,1812,2120,1955,2603,1152,1960,4230,1198
7693,3725,428,3178,1902,2482,4780,277,2418,1517,3895,261,3348,4574,1589,823,1061,3010,3413,3455,2294,2513,585
7694,3308,2470,1983,1312,4461,2757,4239,919,3200,4853,1125,2999,1531,3395,1073,1652,2153,3893,1284,1773,1457,1935
7695,4660,1166,3455,4029,2363,1922,1687,3187,3110,263,1091,2917,4810,1990,995,3949,2094,2938,586,1088,1156,4689
7696,1849,4217,63,4784,3935,4074,1577,800,3162,1305,2358,4144,3431,121,3364,1487,2439,789,2923,951,986,3152
7697,4588,1238,4984,1351,3467,1377,465,664,3575,427,3424,2842,2792,2284,1011,699,4707,4779,671,3919,735,2852
7698,2302,1025,2453,2422,4075,704,2549,3847,3154,1984,1009,4295,3589,900,3232,886,1618,227,176,4204,1254,2259
7699,1026,3233,3141,4844,2770,3112,690,442,2351,3943,1518,4907,1451,3095,2675,1778,2407,3193,4863,2997,1960,2167
7700,261,2693,4064,161,2902,4339,4033,4991,2609,1187,3672,3519,4511,4090,2669,4485,3215,4840,72,3078,4617,3369
7701,592,2675,558,1349,1422,2129,2096,2235,353,3223,4273,785,4441,4932,1126,911,3730,332,3322,3262,1379,1033
7702,204,728,376,2309,2469,948,280,817,4038,3296,1872,4530,3945,118,435,4501,1044,1794,4382,4752,1858,1959
7703,1169,4242,1703,79,1653,2435,4209,2488,378,4007,1429,3469,3138,4477,4579,2795,4208,631,4414,3494,878,804
7704,336,2963,3324,2453,4579,3971,3550,3456,4309,94,1323,4697,3260,1255,218,3925,1528,1385,4440,2424,2908,1475
7705,1915,2767,3048,1362,1562,3890,1667,4118,1712,1037,2592,2143,4713,4555,3452,1459,1118,3541,4711,335,1861,1741
7706,1557,1644,2976,2764,4738,2689,3318,3541,4537,3021,1009,4207,198,3593,3972,1400,1755,4658,3737,1096,2616,714
7707,4908,1731,3682,1748,1665,2539,1367,2090,2140,1967,1831,3449,287,632,3394,3051,2356,1285,2315,4148,4008,4123
7708,3182,2852,4840,1455,2765,1806,3995,678,815,4858,1776,3607,2112,3111,638,644,787,3299,1032,3657,912,2428
7709,508,1793,2276,2901,4836,2327,3015,1021,1638,706,708,2359,556,1176,3192,3750,4871,1546,2246,2846,2300,1722
7710,1913,1202,3714,3231,61,698,4399,2323,2152,4901,2892,1386,4996,1911,58,3751,3934,4833,4740,3858,1379,3075
7711,3087,3790,3243,2943,1101,884,3229,3266,3141,32,4635,870,4277,2843,1740,1093,2145,4049,2983,4243,4839,4005
7712,834,176,2024,67,3048,2547,2252,4592,3839,1161,4124,4933,797,2816,2824,4226,4081,615,2555,2934,2723,4853
7713,4824,3755,1116,639,4240,1483,1146,3215,3752,3479,3245,2136,1504,4281,1623,256,514,517,4478,178,1169,1237
7714,1376,2888,2824,2172,4506,1532,1149,4133,2990,2993,362,4377,1194,4584,372,3791,4693,3291,3368,58,3346,2749
7715,1806,2368,4513,2203,514,909,1555,1384,3643,2622,3460,3816,3540,4712,4174,4951,3648,2123,4763,1271,3790,3517
7716,2016,3401,285,3440,2358,3840,461,38,3103,3633,780,2834,4941,4083,1546,4303,1887,2044,1021,4860,3922,4121
7717,1494,795,970,4574,2812,3155,758,4533,2066,425,252,3218,586,4781,2910,1643,874,1346,4149,1772,4663,511
7718,2979,1312,1915,1513,3302,3626,105,752,2012,2814,3816,987,3452,4176,2841,496,935,4065,155,1636,158,4376
7719,927,2526,261,1650,134,2212,3679,4627,2069,3049,4314,275,1684,2869,543,675,767,3088,3757,4831,982,2984
7720,4639,4097,4574,3401,2244,4720,2766,2829,2780,2961,297,3394,1342,3146,3266,3868,3667,2660,627,4954,3083,4182
7721,2683,806,4092,3992,3276,3977,436,4462,1077,1119,3411,2384,3961,3964,1663,4021,1921,2875,4191,4231,561,3636
7722,811,4753,228,1667,4573,90,1881,2557,290,3001,796,3312,4832,4903,4844,3187,1366,4932,2874,4036,930,798
7723,1176,705,1349,1185,3752,4900,155,4567,1837,4373,4476,1137,830,3105,2868,4759,3280,3668,1072,1233,570,473
7724,1470,2955,653,1188,2016,1934,1055,2465,2211,1548,3301,798,3135,1023,3439,1117,3932,4982,790,3891,3783,838
7725,2704,2500,4379,4579,1641,4932,1757,992,3531,868,2131,4712,3792,4021,3962,3629,587,1216,4078,835,3539,1439
7726,4686,4249,1337,1526,39,4979,2335,2060,4711,2431,4198,4522,3044,2748,2414,361,2872,2663,3093,849,4698,3031
7727,1629,2164,586,3287,1013,1368,1017,4129,2728,3054,2101,4916,1791,2141,3874,941,1106,117,1161,2331,2811,266
7728,2306,4304,4980,667,476,1205,1911,3003,3263,681,248,2096,4258,172,2779,2589,3986,181,3420,2691,2505,3685
7729,2681,4298,104,4891,4069,943,3520,2287,1592,533,2212,424,4368,1777,4095,1216,344,834,231,2748,606,2394
7730,2186,4261,1693,4752,2840,4582,205,1569,4745,386,1414,4472,2889,4691,4301,1894,2252,2570,4791,751,1864,2410
7731,560,2945,4435,810,3762,566,3803,2033,239,4016,390,3232,2828,3589,1209,285,4934,4744,3702,2827,4303,4477
7732,2835,3507,4595,3805,3041,4334,3448,3300,4400,4084,4760,2356,3296,1649,1024,2363,4220,1995,4122,3305,2951,626
7733,3126,1485,693,4487,4666,3019,2284,3730,4963,2884,2598,355,4622,4065,3022,2364,2862,2048,4286,2531,3175,2833
7734,3249,3187,2243,2321,4575,3965,2440,4909,1086,1741,1465,329,2975,4694,4799,4210,199,2700,2402,3637,1939,4294
7735,1836,646,981,3088,491,3611,2371,3162,3256,3160,1961,4467,4027,2381,4547,1724,4584,862,2514,17,2651,4732
7736,3612,577,464,4021,401,3078,373,4838,3532,1603,3634,3951,1501,3146,2678,4519,4512,3127,3829,4593,4550,159
7737,2396,896,3516,117,4476,2644,2611,4737,3484,2314,2338,1049,4898,4691,2274,3383,2542,2113,2739,2905,1500,3400
7738,1626,2791,642,1724,2119,3611,4212,1243,1738,3628,1962,4923,2245,3412,1110,1498,607,546,4996,4429,1948,605
7739,250,4871,1513,3996,755,3494,2151,1460,691,4510,4221,1698,647,1571,3999,2865,1055,4873,1739,521,4472,2809
7740,4899,4631,1317,3801,3768,1730,3211,4872,755,772,712,4426,3847,4176,1410,3526,930,2426,3104,2200,2410,4180
7741,849,3850,3192,391,3604,2324,3245,3723,1709,4964,1019,1026,1541,1763,1640,2943,1534,4718,2679,1626,4264,1129
7742,2694,4723,4181,4605,2404,4403,694,1384,3284,1255,3517,4573,2470,2585,1906,2797,4270,4818,783,696,4560,4660
7743,3524,1439,2116,4968,3997,1803,4630,4117,2856,3283,3415,880,1760,2248,4635,2696,4080,4712,3133,1664,2426,1557
7744,748,2914,1198,2559,3236,3956,3845,53,3379,4401,627,2692,2798,3892,4924,3127,3746,1661,3997,326,1838,4996
7745,2343,1226,4986,118,666,1187,1615,2338,1521,2832,667,2057,2356,3419,2656,1269,2789,4191,876,1204,1205,576
7746,847,49,4617,2396,4422,261,4252,1816,2197,1938,2219,1219,4011,1448,1772,2803,4198,1595,3239,236,2848,4117
7747,4213,1409,1154,1687,3016,1603,1108,488,1050,4433,4185,3898,2265,910,332,39,1764,1211,1850,1613,2725,1552
7748,411,1803,2128,4020,3946,107,2443,3837,9,4568,3428,1139,320,4394,2137,545,3260,1383,4036,53,2780,990
7749,1729,3361,1190,2434,1522,3509,1266,980,117,4691,3939,4196,4033,1108,2773,2402,4583,899,1887,3924,936,4463
7750,1576,2394,2552,4800,1735,963,4744,3290,2184,2071,3541,868,4693,407,763,2958,2576,945,4528,3410,4591,2573
7751,388,4978,4602,4671,1115,1678,1854,515,2190,2229,3585,2248,2471,4769,3690,3228,3358,1622,3606,2151,3578,3078
7752,4474,3439,8,3129,228,2049,816,4891,1107,2265,1817,4357,1576,310,1691,159,4236,3012,4615,503,1817,638
7753,811,952,3142,4993,4494,3806,2318,161,53,3768,195,2000,2651,295,3542,4789,1545,211,2310,4087,559,3059
7754,4485,2930,1029,4722,2701,3490,1233,1094,2848,3344,4891,1750,2336,861,337,660,523,4848,1325,2442,1176,4369
7755,4047,4320,4996,4104,2064,1043,4606,4629,4765,3544,2924,1034,1079,1466,319,4122,2101,4883,1147,3894,4484,1245
7756,3951,2028,3888,22,640,2772,461,1528,2115,4135,2295,2290,1295,2197,349,1975,4861,4882,331,2954,2134,2783
7757,1488,2555,3301,1458,3034,2044,1887,3773,3943,4534,4150,1442,4922,3511,2743,1659,3585,2691,2516,3364,3651,4887
7758,1609,3233,1939,3462,514,1340,1889,4823,3311,878,237,3599,4994,1801,2643,4216,4039,293,1413,1096,1583,4993
7759,3018,4166,1315,59,2225,4990,916,2830,754,2817,1436,2372,680,2316,4573,2792,2376,4029,3722,4894,1057,500
7760,904,3845,1393,302,2942,1324,1121,3449,946,4978,1367,1958,1395,2516,2092,211,3586,1314,3364,2449,4425,3311
7761,2623,4629,2638,4445,148,3334,2212,229,3978,3213,1418,3721,1611,1744,434,995,4724,1931,3068,4764,1286,4678
7762,3015,474,1775,557,4244,2547,112,3314,2857,227,3294,2228,2298,4214,646,407,879,2423,1781,2448,515,4130
7763,2655,2487,1460,493,258,491,2936,459,4787,2649,1106,3397,1954,1342,3525,2670,599,1298,4567,4783,3524,1898
7764,3855,749,1434,1359,2211,3520,4000,4233,3164,1890,3580,4225,238,335,1922,1395,4938,3024,629,2333,1930,3765
7765,2419,2496,1431,3000,4862,4622,465,146,1903,4654,4213,91,3875,1987,3644,4674,3966,293,4832,3955,4433,724
7766,2345,4186,2085,2442,2963,2399,3873,3152,932,2213,582,4055,2579,2963,1810,911,4560,1136,4932,1964,2435,4809
7767,127,649,2237,1412,2577,2786,4812,3693,1845,1230,906,1969,2142,2996,443,3504,2757,1487,514,3892,2529,3287
7768,2649,4530,1470,718,1072,393,2388,4274,3470,3432,124,235,2968,2245,936,1368,2859,4301,908,4149,4923,2525
7769,1416,3481,4234,3195,1858,3973,692,4166,4769,1841,2571,4645,2094,4153,2471,2206,2360,3042,424,824,1842,775
7770,4940,4407,4421,4944,1477,2057,4942,369,3357,4314,3444,1933,1869,1778,2765,1513,3131,1589,3946,1096,3727,1165
7771,2685,998,580,3338,4968,2363,1307,3360,4291,3063,292,2517,2213,3262,3704,92,3860,499,1470,2914,2756,1301
7772,2082,4861,3799,340,4228,3269,254,2730,1871,1248,4524,2325,717,1298,1534,1499,132,1348,3692,1202,3791,4345
7773,2816,578,4535,4480,4723,4822,4584,4494,4309,828,2284,4332,2040,3339,2619,2411,1208,568,4456,1972,2922,559
7774,2594,1901,2406,3484,1673,1993,2193,1568,4081,2550,744,3089,1323,1334,4778,2688,554,1366,782,4286,863,1364
7775,2369,4344,4064,2736,1347,611,3258,313,946,345,4704,964,4570,1609,813,2898,2191,2112,3196,2001,3983,2614
7776,1495,4622,1881,1087,1283,2210,1804,4422,1692,1610,1261,2833,3613,987,3301,2640,1687,4129,67,4571,2662,1010
7777,4159,1578,2438,999,3525,2967,1688,4178,1775,202,1330,3615,3600,1593,2032,3413,3729,810,4098,2136,3641,1041
7778,1831,571,1711,3591,4946,2685,2134,233,4006,4695,4025,126,3742,2685,2322,1814,4096,287,4058,2368,2720,3331
7779,4352,2419,1124,2124,4346,1464,2039,2044,1342,12,3069,3096,3645,1995,489,2414,4000,3796,55,369,3574,3179
7780,3282,875,469,2458,3694,3745,3472,1966,60,2097,1908,4841,3670,2421,766,890,1717,3936,4009,568,1693,311
7781,4886,1962,3332,3509,127,831,2413,3367,307,3341,534,1772,2535,3047,1807,4077,1596,2915,606,3873,2484,2196
7782,1316,1448,2297,3824,4967,495,1548,1813,2023,125,676,107,480,1477,3761,1056,1317,4995,1531,755,1574,1075
7783,3474,882,3596,1082,1732,1238,764,1187,3326,1870,3521,2081,2115,4607,1216,4016,215,166,3941,4127,4101,2838
7784,1884,4750,2058,1579,1787,1648,1081,2349,2574,2494,2517,1712,2904,4650,1918,4586,1370,3068,4321,1838,481,3742
7785,346,4979,3888,1437,3002,3758,1409,1713,4555,3736,1432,2792,2973,4571,179,4927,3044,867,1203,1710,1066,4126
7786,3132,3499,3811,1368,1359,3014,3100,1282,4632,1250,168,1084,2023,881,1889,3302,3772,4893,1795,1791,2199,3366
7787,2274,1371,3681,3003,4234,904,1999,3242,4198,3073,2908,2949,4185,4422,4162,4503,3862,4209,2126,161,1200,1836
7788,1865,4146,1616,3178,2888,2887,2209,4459,733,1160,549,206,3121,3215,4215,3349,3467,3789,934,4605,2688,1494
7789,4294,2892,3318,3362,790,4965,2608,1630,454,3894,3669,4680,1788,4904,250,4557,1196,4827,4754,4942,4643,153
7790,1729,3751,1881,1123,4624,3394,4282,4704,4993,326,4205,2886,1755,721,248,104,3283,2547,3504,646,1255,4450
7791,4636,2712,1688,4461,3920,1057,1477,4259,4667,277,3951,4914,3265,2352,2633,1136,2315,3555,1079,4306,4457,1795
7792,2525,2953,2797,99,2025,2000,3834,1289,1908,2088,4180,738,3000,667,1293,231,4033,550,626,37,2809,3861
7793,2513,2809,1000,480,3729,4655,24,239,897,4439,172,1752,567,3740,3143,484,3489,1039,1833,2686,4183,2433
7794,540,3628,4491,3504,2005,4984,1290,898,4069,1254,1124,2956,2678,2047,3233,3913,3576,2608,986,3752,3369,138
7795,2142,4961,4355,2241,95,1414,696,2552,1218,1673,2954,59,569,4868,154,3828,1793,4711,2818,1781,791,1109
7796,1462,1825,2051,3282,4737,999,3403,1896,4221,4532,3966,1237,2820,1614,2870,4041,2537,1426,878,2052,1000,4898
7797,4379,4297,132,3200,1686,2433,4811,1283,3805,1940,916,1383,4950,2610,4698,2419,2293,4500,3117,2563,1201,685
7798,1239,4834,1663,2728,4668,3966,335,4624,243,492,1787,3978,3005,1249,1649,3680,2979,969,496,4330,4372,3069
7799,16,929,3924,1038,3678,4239,4355,1295,4855,4162,1145,4188,1029,4425,4855,4981,3873,612,3343,4413,1461,1312
7800,264,3493,4734,529,4504,1135,1077,3248,751,458,901,1572,303,827,1005,2936,4667,1862,4551,3615,796,48
7801,624,2695,821,1418,1762,2094,1999,3181,4696,2267,1952,707,4575,1180,1290,1778,529,813,640,3307,2118,4152
7802,1233,3159,399,1613,4312,2140,1552,3840,2510,174,706,1151,2776,2287,1155,3372,206,2048,691,2839,1055,3610
7803,3877,2106,1647,4279,1275,1555,2088,903,4024,1598,4561,1927,1146,2201,1087,1418,314,1121,939,2415,2794,48
7804,4784,3519,2044,99,4898,1992,3701,2966,5000,4070,3868,2604,2790,4326,2977,3126,1231,821,1593,4605,3298,4150
7805,1407,4841,2510,4699,3532,1183,4107,3680,3843,468,2507,1867,4335,4610,3131,2392,1994,2645,3765,3142,3729,3824
7806,1340,1932,4981,634,1800,3695,438,3464,4104,379,2200,1810,4827,4743,4316,248,668,4190,3445,2246,669,3851
7807,4254,1303,4177,2137,1467,1183,1420,2987,1422,805,4757,3948,3541,2644,111,1727,2620,2818,1286,1045,3165,4053
7808,2493,346,4224,2777,4760,331,2046,286,3479,3617,1113,4659,1461,4677,4701,2933,4892,3082,543,4009,2120,4740
7809,372,987,699,966,2016,1049,2068,291,1798,3531,3372,4562,3038,2991,1567,2204,683,3862,4007,4353,692,998
7810,1119,3985,2340,3701,2184,2281,1189,689,1849,4631,1961,789,2593,2432,4573,1950,4850,664,3601,4270,1260,2402
7811,281,3211,2701,1923,878,336,4025,3662,3985,34,54,901,375,4785,1514,4222,1660,4111,3822,4697,1424,4931
7812,3448,4577,1436,808,3588,3830,3275,3174,468,3713,618,2922,2004,2583,4072,2090,2656,783,4308,1187,1645,2489
7813,169,296,631,1251,1502,1809,3966,3967,279,2676,2200,2200,3671,4876,89,3434,4769,3576,892,1204,4708,2900
7814,1725,3018,2052,2636,2937,2487,2027,4649,936,3032,4502,874,3207,4220,2343,3186,2530,4977,1549,2536,2482,1973
7815,965,3931,3180,2072,3454,2187,204,2393,1827,1537,4007,629,784,3932,145,1365,110,4377,2325,3429,2787,2404
7816,1715,151,3706,3945,2116,4586,2701,4505,4028,2147,3063,3113,357,3918,2469,4800,3166,2104,4512,1391,3374,421
7817,3392,1210,3726,4066,469,2801,2927,2103,3116,3045,2599,4695,1984,3582,4360,3281,2599,198,1130,3311,3228,2240
7818,3159,4056,443,3450,3730,3918,925,3089,1407,1959,1100,1352,3230,809,822,2696,1695,3011,3771,119,2393,2324
7819,889,3510,946,2379,653,1813,2549,3123,3049,1769,4867,4712,1528,4699,2715,3018,2195,454,2527,2994,3389,1927
7820,2083,1175,3010,2746,1274,2718,1695,4416,4812,4740,3786,1667,3785,71,3382,2561,757,2638,4213,2185,373,1913
7821,2458,2112,2031,3388,3831,4761,4443,3905,4763,1420,2518,1212,4578,2285,4365,4659,1901,1903,4660,3717,156,2081
7822,3567,7,3825,365,3084,2268,1287,2533,2464,843,1858,4228,2215,1055,3362,3059,1036,2657,1846,514,3022,3048
7823,2766,1529,2668,312,1953,1090,1046,4951,2392,1270,2174,550,3143,1509,2512,1914,1126,1086,4112,4356,2033,3548
7824,2517,4228,4744,3260,4941,4896,398,4319,1145,3299,2278,18,603,570,2107,867,1116,1280,4079,4533,1835,4036
7825,4123,4184,4191,288,4425,4653,1312,3586,4200,2986,4401,3554,4187,2563,588,1113,3957,77,3404,155,4410,4077
7826,1432,203,1447,3135,1370,3104,2093,3785,643,3582,1119,680,3032,450,4650,14,1,2336,3825,3659,2885,1915
7827,2892,3296,4827,1552,4483,118,396,4513,2352,279,4967,4877,526,929,3929,2754,3584,3017,4180,3091,3230,3970
7828,1381,1063,432,975,4313,4403,2049,3665,519,2995,215,2872,1374,4143,4136,1574,1299,3288,992,2056,3930,1291
7829,2088,3698,344,4707,3162,3828,448,2065,4725,2669,4593,4725,3339,1717,2367,1785,3390,3296,2160,1544,4378,2817
7830,2536,1527,4696,1973,771,3193,1968,1605,2230,285,1824,863,4132,972,1583,1738,819,4662,4366,2186,1699,1498
7831,2372,3673,779,524,1589,3545,3538,4731,3951,3063,458,3758,601,1098,2814,1854,1416,4432,2260,3423,1831,2498
7832,4888,412,676,3299,1871,659,676,210,2801,1793,4170,1520,377,1875,1474,2871,3017,4822,2017,2616,3380,2430
7833,2876,1750,549,1109,3091,389,3599,1001,1960,3138,4124,2806,99,539,2898,3637,609,707,2739,4943,4466,3302
7834,4482,1838,219,3174,3153,1796,1130,1085,2529,4416,1521,2782,999,4615,988,82,4334,837,2493,1347,3310,4083
7835,1836,760,3067,4483,1285,4201,933,816,4524,2115,4304,4680,710,4320,2072,4664,4018,356,2787,4780,663,1674
7836,4442,630,2452,690,3648,3893,3903,764,2537,4907,3444,2870,4595,590,4714,4570,2328,4688,2559,795,1114,2018
7837,310,1966,2433,1876,25,2869,55,1930,1175,1020,2945,4312,3318,2438,4652,4822,3354,3657,1243,1799,3146,2428
7838,1479,227,1725,619,4634,1170,2681,1309,2031,1357,4253,4827,2364,3783,1682,3553,4052,3416,3690,4893,4816,3454
7839,906,1345,4527,2432,724,1738,397,1798,878,4480,2123,1617,3882,2350,2450,4179,2445,4428,4507,1429,3103,2772
7840,568,2302,4000,919,2326,1112,3414,2014,2230,845,3402,3041,2336,143,2644,3040,1662,2723,1357,2849,821,4249
7841,568,4617,569,493,2037,832,1347,3004,4059,3050,410,102,1856,3946,4417,3759,2578,3476,111,2997,2621,1308
7842,1427,4693,4834,2500,4030,330,4189,4655,4805,3551,36,934,2137,1183,4475,4322,4288,1222,1058,3530,2847,1132
7843,2501,4564,3783,1513,1704,1558,3320,3090,966,4783,2250,1890,3897,2442,2074,3344,1843,535,794,1717,3148,2339
7844,3289,1417,3763,2421,3995,3183,536,3973,1609,85,4590,1342,2529,78,4752,880,648,1718,4749,4878,4724,4161
7845,1256,4186,3785,2164,1796,3007,2494,3635,187,4722,4732,251,3154,4415,2000,205,4148,4693,3405,4872,2981,1332
7846,1995,1208,2270,3541,793,938,194,367,1687,1127,2290,1688,2684,795,1806,1347,4003,2842,77,4477,417,1033
7847,888,3682,430,1752,2849,630,4560,2968,80,1423,2991,2666,1310,32,1774,853,4556,1863,129,1168,2761,3019
7848,1731,4024,728,1992,3008,4996,4246,1185,3169,3330,4595,2401,3356,4196,3286,4406,4836,1345,664,7,2498,3048
7849,3155,3990,4320,3610,2148,1105,1920,4999,2421,1026,2184,3963,3366,1267,2199,133,3806,3582,4249,1010,268,4443
7850,1129,3017,684,4217,2204,3963,1964,718,3247,3640,4809,2385,3530,922,289,1105,2006,74,4461,954,4235,1728
7851,2037,4344,1466,1629,3889,1214,747,3249,968,4888,666,3071,4913,3493,449,4999,2066,1794,813,4920,2862,11
7852,3302,613,1422,4460,2407,1314,2829,94,4757,4699,3576,669,4317,3938,2416,2501,3727,4237,590,2687,2614,4333
7853,423,2784,1222,20,2714,1626,2221,4515,2808,1009,265,2324,2414,4653,2095,2748,4472,4971,2006,4042,4636,3783
7854,1263,2491,3302,2237,1205,1860,495,4600,1232,1670,2263,4547,445,3650,2548,2310,2006,1168,906,4147,4703,380
7855,157,255,2139,1894,54,4928,2244,4126,3235,1733,4489,1295,3307,1157,440,1116,4869,3109,2364,679,2852,3714
7856,2834,71,1333,2877,1659,3735,1505,3829,3864,3526,2183,98,4224,1027,4757,3998,2373,3759,4985,4720,514,4450
7857,2821,218,279,3734,4412,4062,3001,2289,953,3518,2320,3056,4586,3853,1666,661,4971,1300,2033,3966,1824,3386
7858,4950,2080,2697,3990,1212,1715,464,1360,2584,89,3892,1863,3381,9,632,156,717,809,2546,3842,2170,604
7859,2387,3800,4943,4588,21,1786,2357,2209,393,602,3126,4541,745,973,2500,2044,1459,1754,1737,2907,3502,1998
7860,3713,1424,3341,3640,2131,4442,2029,2494,4993,955,2798,2104,4113,3893,1716,1441,531,1199,3801,977,3692,682
7861,562,34,3348,32,4226,346,4754,102,693,1188,1312,4826,4844,16,3401,2549,2144,224,130,2615,3438,346
7862,410,1566,2482,2281,2393,411,3515,4168,3701,3489,127,3079,4231,2080,3360,247,593,4371,4107,3911,486,805
7863,3770,17,3320,3490,2089,852,1250,280,2804,3490,838,449,509,2636,216,613,3848,3637,4240,3678,3911,4974
7864,132,4387,3622,1027,4543,1692,3779,147,3525,2680,4928,3672,2129,304,4616,1967,3710,396,1025,3932,3165,2847
7865,2188,1879,4619,4407,1292,1295,3338,4775,622,4206,1606,2658,3999,31,207,4733,2917,4755,1375,4699,73,2992
7866,105,3307,2329,1305,3692,2880,63,245,3169,4973,4345,4317,2114,3631,637,2365,3269,3189,2101,4688,3228,865
7867,1723,2831,63,585,1776,4515,2801,3382,4691,2676,2619,4347,1553,2314,373,2693,4021,841,2628,2040,3523,3028
7868,794,4502,2855,4869,631,1865,2197,2356,4173,3905,4437,3423,1315,1901,1974,4880,1216,4535,4018,2612,3213,2723
7869,4363,1591,4519,4682,4463,1854,1767,3938,4912,4967,4718,3777,1569,4672,3768,2317,4076,2851,4602,291,3648,4620
7870,3679,1227,1109,4210,123,4120,2499,1559,4834,656,1408,2396,4678,2390,3205,4824,2467,4558,2294,2068,3438,3948
7871,2325,4830,2353,365,2623,3995,651,4454,1276,811,775,3883,1665,4341,3832,4210,3683,466,3208,4290,1597,4636
7872,4381,3703,2876,108,4042,4489,899,1184,2090,1641,102,2352,2347,3364,4088,83,3566,4004,1914,2198,2967,1911
7873,1682,2518,1734,1547,2124,3915,641,2486,2775,2889,4235,4499,3977,2217,2637,4551,990,4740,556,2259,4269,1256
7874,2791,2010,393,4553,962,517,3126,201,981,1335,1034,207,4120,2428,2772,2336,3884,4189,1975,1787,2929,1223
7875,3928,3351,3749,3371,2128,2416,1983,1211,3128,4385,2198,3209,585,4817,1174,4273,4742,878,2827,718,2806,1046
7876,3319,1010,442,2881,694,3832,1069,2209,4777,4955,4054,1078,3472,2533,2273,3531,457,1462,1616,483,3067,363
7877,986,2629,2514,279,4490,3074,2945,796,4754,4589,995,1085,170,4792,990,434,4851,1856,4679,2875,4983,3747
7878,4967,45,2536,4812,46,1626,4346,2315,4966,4239,1655,1452,2367,1214,3338,3907,4386,3650,3255,3969,1942,510
7879,398,2207,2884,4268,4271,2994,3425,2234,3755,1847,4646,2618,3415,1815,3124,3564,3312,1170,1383,2247,1156,1708
7880,734,3243,1219,3273,3115,630,4217,1097,4137,52,1206,1536,3933,4713,2141,4140,2216,671,1377,812,96,827
